,Date,Precip,Name
94,2021-01-24,0.0,Russian River HaciendaBridge
95,2020-10-19,0.0,Navarro River
96,2020-10-20,0.0,Navarro River
97,2020-10-21,0.0,Navarro River
98,2020-10-22,0.0,Navarro River
99,2020-10-23,0.0,Navarro River
100,2020-10-24,0.0,Navarro River
101,2020-10-25,0.0,Navarro River
102,2020-10-26,0.0,Navarro River
103,2020-10-27,0.0,Navarro River
104,2020-10-28,0.0,Navarro River
105,2020-10-29,0.0,Navarro River
106,2020-10-30,0.0,Navarro River
107,2020-10-31,0.0,Navarro River
108,2020-11-01,0.0,Navarro River
109,2020-11-02,0.0,Navarro River
110,2020-11-03,0.0,Navarro River
111,2020-11-04,0.0,Navarro River
112,2020-11-05,0.5,Navarro River
113,2020-11-06,3.6,Navarro River
114,2020-11-07,4.1,Navarro River
115,2020-11-08,0.0,Navarro River
116,2020-11-09,0.0,Navarro River
117,2020-11-10,0.0,Navarro River
118,2020-11-11,0.0,Navarro River
119,2020-11-12,0.0,Navarro River
120,2020-11-13,1.5,Navarro River
121,2020-11-14,23.1,Navarro River
122,2020-11-15,2.5,Navarro River
123,2020-11-16,14.2,Navarro River
124,2020-11-17,1.5,Navarro River
125,2020-11-18,17.8,Navarro River
126,2020-11-19,1.8,Navarro River
127,2020-11-20,0.0,Navarro River
128,2020-11-21,0.0,Navarro River
129,2020-11-22,0.0,Navarro River
130,2020-11-23,1.3,Navarro River
131,2020-11-24,0.5,Navarro River
132,2020-11-25,1.8,Navarro River
133,2020-11-26,0.5,Navarro River
134,2020-11-27,0.0,Navarro River
135,2020-11-28,0.0,Navarro River
136,2020-11-29,0.0,Navarro River
137,2020-11-30,0.0,Navarro River
138,2020-12-01,0.0,Navarro River
139,2020-12-02,0.0,Navarro River
140,2020-12-03,0.0,Navarro River
141,2020-12-04,0.0,Navarro River
142,2020-12-05,0.0,Navarro River
143,2020-12-06,1.3,Navarro River
144,2020-12-07,0.0,Navarro River
145,2020-12-08,0.0,Navarro River
146,2020-12-09,0.0,Navarro River
147,2020-12-10,0.0,Navarro River
148,2020-12-11,0.0,Navarro River
149,2020-12-12,31.0,Navarro River
150,2020-12-13,10.9,Navarro River
151,2020-12-14,14.5,Navarro River
152,2020-12-15,0.5,Navarro River
153,2020-12-16,8.1,Navarro River
154,2020-12-17,36.8,Navarro River
155,2020-12-18,0.0,Navarro River
156,2020-12-19,0.0,Navarro River
157,2020-12-20,0.8,Navarro River
158,2020-12-21,0.0,Navarro River
159,2020-12-22,1.5,Navarro River
160,2020-12-23,0.0,Navarro River
161,2020-12-24,0.0,Navarro River
162,2020-12-25,0.0,Navarro River
163,2020-12-26,22.1,Navarro River
164,2020-12-27,0.5,Navarro River
165,2020-12-28,0.0,Navarro River
166,2020-12-29,0.0,Navarro River
167,2020-12-30,0.0,Navarro River
168,2020-12-31,10.2,Navarro River
169,2021-01-01,0.0,Navarro River
170,2021-01-02,10.9,Navarro River
171,2021-01-03,1.8,Navarro River
172,2021-01-04,7.9,Navarro River
173,2021-01-05,5.8,Navarro River
174,2021-01-06,0.0,Navarro River
175,2021-01-07,15.2,Navarro River
176,2021-01-08,17.8,Navarro River
177,2021-01-09,0.5,Navarro River
178,2021-01-10,6.6,Navarro River
179,2021-01-11,1.3,Navarro River
180,2021-01-12,1.0,Navarro River
181,2021-01-13,21.6,Navarro River
182,2021-01-14,0.8,Navarro River
183,2021-01-15,0.3,Navarro River
184,2021-01-16,0.0,Navarro River
185,2021-01-17,0.0,Navarro River
186,2021-01-18,0.0,Navarro River
187,2021-01-19,0.0,Navarro River
188,2021-01-20,0.0,Navarro River
189,2021-01-21,0.0,Navarro River
190,2021-01-22,6.6,Navarro River
191,2021-01-23,5.1,Navarro River
192,2020-10-19,0.0,Noyo River
193,2020-10-19,0.0,Noyo River
194,2020-10-19,0.0,Noyo River
195,2020-10-20,0.0,Noyo River
196,2020-10-20,0.0,Noyo River
197,2020-10-20,0.0,Noyo River
198,2020-10-21,0.0,Noyo River
199,2020-10-21,0.0,Noyo River
200,2020-10-21,0.0,Noyo River
201,2020-10-22,0.0,Noyo River
202,2020-10-22,0.0,Noyo River
203,2020-10-22,0.0,Noyo River
204,2020-10-23,0.0,Noyo River
205,2020-10-23,0.0,Noyo River
206,2020-10-23,0.0,Noyo River
207,2020-10-24,0.0,Noyo River
208,2020-10-24,0.0,Noyo River
209,2020-10-24,0.0,Noyo River
210,2020-10-25,0.0,Noyo River
211,2020-10-25,0.0,Noyo River
212,2020-10-25,0.0,Noyo River
213,2020-10-26,0.0,Noyo River
214,2020-10-26,0.0,Noyo River
215,2020-10-26,0.0,Noyo River
216,2020-10-27,0.0,Noyo River
217,2020-10-27,0.0,Noyo River
218,2020-10-27,0.0,Noyo River
219,2020-10-28,0.0,Noyo River
220,2020-10-29,0.0,Noyo River
221,2020-10-29,0.0,Noyo River
222,2020-10-30,0.0,Noyo River
223,2020-10-30,0.0,Noyo River
224,2020-10-31,0.0,Noyo River
225,2020-10-31,0.0,Noyo River
226,2020-10-31,0.0,Noyo River
227,2020-11-01,0.0,Noyo River
228,2020-11-01,0.3,Noyo River
229,2020-11-01,0.0,Noyo River
230,2020-11-02,0.0,Noyo River
231,2020-11-02,0.0,Noyo River
232,2020-11-03,0.0,Noyo River
233,2020-11-03,0.0,Noyo River
234,2020-11-03,0.0,Noyo River
235,2020-11-04,0.0,Noyo River
236,2020-11-04,0.0,Noyo River
237,2020-11-04,0.0,Noyo River
238,2020-11-05,0.0,Noyo River
239,2020-11-05,0.0,Noyo River
240,2020-11-05,0.0,Noyo River
241,2020-11-06,2.8,Noyo River
242,2020-11-06,2.5,Noyo River
243,2020-11-06,7.6,Noyo River
244,2020-11-07,1.8,Noyo River
245,2020-11-07,2.8,Noyo River
246,2020-11-07,0.0,Noyo River
247,2020-11-07,0.0,Noyo River
248,2020-11-08,0.0,Noyo River
249,2020-11-08,0.0,Noyo River
250,2020-11-08,0.0,Noyo River
251,2020-11-09,0.0,Noyo River
252,2020-11-09,0.0,Noyo River
253,2020-11-09,0.0,Noyo River
254,2020-11-10,0.0,Noyo River
255,2020-11-10,0.0,Noyo River
256,2020-11-10,0.0,Noyo River
257,2020-11-11,0.0,Noyo River
258,2020-11-11,0.0,Noyo River
259,2020-11-11,0.0,Noyo River
260,2020-11-12,0.0,Noyo River
261,2020-11-12,0.0,Noyo River
262,2020-11-13,3.0,Noyo River
263,2020-11-13,1.3,Noyo River
264,2020-11-13,16.8,Noyo River
265,2020-11-14,11.9,Noyo River
266,2020-11-14,18.8,Noyo River
267,2020-11-14,19.3,Noyo River
268,2020-11-14,0.8,Noyo River
269,2020-11-15,2.0,Noyo River
270,2020-11-15,1.3,Noyo River
271,2020-11-15,8.4,Noyo River
272,2020-11-16,5.1,Noyo River
273,2020-11-16,7.6,Noyo River
274,2020-11-16,6.6,Noyo River
275,2020-11-16,1.0,Noyo River
276,2020-11-17,6.6,Noyo River
277,2020-11-17,9.7,Noyo River
278,2020-11-17,13.7,Noyo River
279,2020-11-18,12.7,Noyo River
280,2020-11-18,16.5,Noyo River
281,2020-11-18,6.9,Noyo River
282,2020-11-19,0.5,Noyo River
283,2020-11-19,4.3,Noyo River
284,2020-11-19,2.3,Noyo River
285,2020-11-19,2.0,Noyo River
286,2020-11-20,0.5,Noyo River
287,2020-11-20,0.0,Noyo River
288,2020-11-20,0.8,Noyo River
289,2020-11-21,0.0,Noyo River
290,2020-11-21,0.0,Noyo River
291,2020-11-21,0.5,Noyo River
292,2020-10-19,0.0,San Lorenzo River Upper
293,2020-10-19,0.0,San Lorenzo River Upper
294,2020-10-19,0.0,San Lorenzo River Upper
295,2020-10-20,0.0,San Lorenzo River Upper
296,2020-10-20,0.0,San Lorenzo River Upper
297,2020-10-20,0.0,San Lorenzo River Upper
298,2020-10-21,0.0,San Lorenzo River Upper
299,2020-10-21,0.0,San Lorenzo River Upper
300,2020-10-21,0.0,San Lorenzo River Upper
301,2020-10-22,0.0,San Lorenzo River Upper
302,2020-10-22,0.0,San Lorenzo River Upper
303,2020-10-22,0.3,San Lorenzo River Upper
304,2020-10-22,0.0,San Lorenzo River Upper
305,2020-10-23,0.0,San Lorenzo River Upper
306,2020-10-23,0.0,San Lorenzo River Upper
307,2020-10-23,0.0,San Lorenzo River Upper
308,2020-10-24,0.0,San Lorenzo River Upper
309,2020-10-24,0.0,San Lorenzo River Upper
310,2020-10-24,0.0,San Lorenzo River Upper
311,2020-10-25,0.0,San Lorenzo River Upper
312,2020-10-25,0.0,San Lorenzo River Upper
313,2020-10-25,0.0,San Lorenzo River Upper
314,2020-10-26,0.0,San Lorenzo River Upper
315,2020-10-26,0.0,San Lorenzo River Upper
316,2020-10-26,0.0,San Lorenzo River Upper
317,2020-10-27,0.0,San Lorenzo River Upper
318,2020-10-27,0.0,San Lorenzo River Upper
319,2020-10-27,0.0,San Lorenzo River Upper
320,2020-10-28,0.0,San Lorenzo River Upper
321,2020-10-28,0.0,San Lorenzo River Upper
322,2020-10-28,0.0,San Lorenzo River Upper
323,2020-10-29,0.0,San Lorenzo River Upper
324,2020-10-29,0.0,San Lorenzo River Upper
325,2020-10-29,0.0,San Lorenzo River Upper
326,2020-10-30,0.0,San Lorenzo River Upper
327,2020-10-30,0.0,San Lorenzo River Upper
328,2020-10-30,0.0,San Lorenzo River Upper
329,2020-10-31,0.0,San Lorenzo River Upper
330,2020-10-31,0.0,San Lorenzo River Upper
331,2020-10-31,0.0,San Lorenzo River Upper
332,2020-11-01,0.0,San Lorenzo River Upper
333,2020-11-01,0.0,San Lorenzo River Upper
334,2020-11-01,0.0,San Lorenzo River Upper
335,2020-11-02,0.0,San Lorenzo River Upper
336,2020-11-02,0.0,San Lorenzo River Upper
337,2020-11-02,0.0,San Lorenzo River Upper
338,2020-11-03,0.0,San Lorenzo River Upper
339,2020-11-03,0.0,San Lorenzo River Upper
340,2020-11-03,0.0,San Lorenzo River Upper
341,2020-11-04,0.0,San Lorenzo River Upper
342,2020-11-04,0.0,San Lorenzo River Upper
343,2020-11-04,0.0,San Lorenzo River Upper
344,2020-11-05,0.0,San Lorenzo River Upper
345,2020-11-05,0.0,San Lorenzo River Upper
346,2020-11-05,0.0,San Lorenzo River Upper
347,2020-11-06,0.0,San Lorenzo River Upper
348,2020-11-06,0.0,San Lorenzo River Upper
349,2020-11-06,0.0,San Lorenzo River Upper
350,2020-11-07,2.5,San Lorenzo River Upper
351,2020-11-07,2.3,San Lorenzo River Upper
352,2020-11-07,2.5,San Lorenzo River Upper
353,2020-11-07,3.3,San Lorenzo River Upper
354,2020-11-08,0.0,San Lorenzo River Upper
355,2020-11-08,0.0,San Lorenzo River Upper
356,2020-11-08,0.3,San Lorenzo River Upper
357,2020-11-09,0.0,San Lorenzo River Upper
358,2020-11-09,0.0,San Lorenzo River Upper
359,2020-11-09,0.0,San Lorenzo River Upper
360,2020-11-10,0.0,San Lorenzo River Upper
361,2020-11-10,0.0,San Lorenzo River Upper
362,2020-11-10,0.0,San Lorenzo River Upper
363,2020-11-11,0.0,San Lorenzo River Upper
364,2020-11-11,0.0,San Lorenzo River Upper
365,2020-11-11,0.0,San Lorenzo River Upper
366,2020-11-12,0.0,San Lorenzo River Upper
367,2020-11-12,0.0,San Lorenzo River Upper
368,2020-11-12,0.0,San Lorenzo River Upper
369,2020-11-13,0.0,San Lorenzo River Upper
370,2020-11-13,0.0,San Lorenzo River Upper
371,2020-11-13,3.6,San Lorenzo River Upper
372,2020-11-14,4.6,San Lorenzo River Upper
373,2020-11-14,4.6,San Lorenzo River Upper
374,2020-11-14,7.4,San Lorenzo River Upper
375,2020-11-14,2.8,San Lorenzo River Upper
376,2020-11-15,0.0,San Lorenzo River Upper
377,2020-11-15,0.0,San Lorenzo River Upper
378,2020-11-15,0.0,San Lorenzo River Upper
379,2020-11-16,0.0,San Lorenzo River Upper
380,2020-11-16,0.0,San Lorenzo River Upper
381,2020-11-16,0.0,San Lorenzo River Upper
382,2020-11-17,0.0,San Lorenzo River Upper
383,2020-11-17,0.0,San Lorenzo River Upper
384,2020-11-17,11.7,San Lorenzo River Upper
385,2020-11-18,30.0,San Lorenzo River Upper
386,2020-11-18,30.2,San Lorenzo River Upper
387,2020-11-18,42.2,San Lorenzo River Upper
388,2020-11-18,33.3,San Lorenzo River Upper
389,2020-11-19,9.1,San Lorenzo River Upper
390,2020-11-19,1.8,San Lorenzo River Upper
391,2020-11-19,4.3,San Lorenzo River Upper
392,2020-10-19,0.0,Mad River
393,2020-10-19,0.0,Mad River
394,2020-10-19,0.0,Mad River
395,2020-10-20,0.0,Mad River
396,2020-10-20,0.0,Mad River
397,2020-10-20,0.0,Mad River
398,2020-10-21,0.0,Mad River
399,2020-10-21,0.0,Mad River
400,2020-10-21,0.0,Mad River
401,2020-10-22,0.0,Mad River
402,2020-10-22,0.0,Mad River
403,2020-10-23,0.0,Mad River
404,2020-10-23,0.0,Mad River
405,2020-10-24,0.0,Mad River
406,2020-10-24,0.0,Mad River
407,2020-10-25,0.0,Mad River
408,2020-10-25,5.0,Mad River
409,2020-10-26,0.0,Mad River
410,2020-10-26,0.0,Mad River
411,2020-10-27,0.0,Mad River
412,2020-10-27,0.0,Mad River
413,2020-10-28,0.0,Mad River
414,2020-10-28,0.0,Mad River
415,2020-10-28,0.0,Mad River
416,2020-10-29,0.0,Mad River
417,2020-10-29,0.0,Mad River
418,2020-10-30,0.0,Mad River
419,2020-10-30,0.0,Mad River
420,2020-10-31,0.0,Mad River
421,2020-10-31,0.0,Mad River
422,2020-11-01,0.0,Mad River
423,2020-11-01,0.0,Mad River
424,2020-11-02,0.0,Mad River
425,2020-11-02,0.0,Mad River
426,2020-11-03,0.0,Mad River
427,2020-11-03,0.0,Mad River
428,2020-11-04,0.0,Mad River
429,2020-11-04,0.0,Mad River
430,2020-11-05,0.0,Mad River
431,2020-11-05,0.0,Mad River
432,2020-11-06,76.0,Mad River
433,2020-11-06,122.0,Mad River
434,2020-11-06,259.0,Mad River
435,2020-11-06,147.0,Mad River
436,2020-11-07,76.0,Mad River
437,2020-11-07,61.0,Mad River
438,2020-11-07,94.0,Mad River
439,2020-11-07,41.0,Mad River
440,2020-11-08,41.0,Mad River
441,2020-11-08,38.0,Mad River
442,2020-11-08,13.0,Mad River
443,2020-11-09,0.0,Mad River
444,2020-11-09,0.0,Mad River
445,2020-11-10,0.0,Mad River
446,2020-11-10,0.0,Mad River
447,2020-11-11,0.0,Mad River
448,2020-11-11,0.0,Mad River
449,2020-11-12,0.0,Mad River
450,2020-11-13,38.0,Mad River
451,2020-11-13,0.0,Mad River
452,2020-11-14,76.0,Mad River
453,2020-11-14,147.0,Mad River
454,2020-11-14,64.0,Mad River
455,2020-11-15,0.0,Mad River
456,2020-11-15,8.0,Mad River
457,2020-11-16,0.0,Mad River
458,2020-11-16,3.0,Mad River
459,2020-11-17,76.0,Mad River
460,2020-11-17,58.0,Mad River
461,2020-11-17,51.0,Mad River
462,2020-11-18,254.0,Mad River
463,2020-11-18,234.0,Mad River
464,2020-11-18,216.0,Mad River
465,2020-11-19,102.0,Mad River
466,2020-11-19,81.0,Mad River
467,2020-11-19,112.0,Mad River
468,2020-11-20,0.0,Mad River
469,2020-11-20,0.0,Mad River
470,2020-11-21,0.0,Mad River
471,2020-11-21,0.0,Mad River
472,2020-11-22,0.0,Mad River
473,2020-11-23,48.0,Mad River
474,2020-11-23,18.0,Mad River
475,2020-11-24,0.0,Mad River
476,2020-11-24,0.0,Mad River
477,2020-11-25,76.0,Mad River
478,2020-11-25,89.0,Mad River
479,2020-11-25,81.0,Mad River
480,2020-11-26,0.0,Mad River
481,2020-11-26,0.0,Mad River
482,2020-11-27,0.0,Mad River
483,2020-11-27,0.0,Mad River
484,2020-11-28,0.0,Mad River
485,2020-11-29,0.0,Mad River
486,2020-11-30,0.0,Mad River
487,2020-12-01,5.0,Mad River
488,2020-12-01,5.0,Mad River
489,2020-12-02,0.0,Mad River
490,2020-12-02,0.0,Mad River
491,2020-12-03,0.0,Mad River
492,2020-10-19,0.0,Putah Creek
493,2020-10-19,0.0,Putah Creek
494,2020-10-20,0.0,Putah Creek
495,2020-10-20,0.0,Putah Creek
496,2020-10-21,0.0,Putah Creek
497,2020-10-21,0.0,Putah Creek
498,2020-10-22,0.0,Putah Creek
499,2020-10-22,0.0,Putah Creek
500,2020-10-23,0.0,Putah Creek
501,2020-10-23,0.0,Putah Creek
502,2020-10-24,0.0,Putah Creek
503,2020-10-24,0.0,Putah Creek
504,2020-10-25,0.0,Putah Creek
505,2020-10-25,0.0,Putah Creek
506,2020-10-26,0.0,Putah Creek
507,2020-10-26,0.0,Putah Creek
508,2020-10-27,0.0,Putah Creek
509,2020-10-27,0.0,Putah Creek
510,2020-10-28,0.0,Putah Creek
511,2020-10-28,0.0,Putah Creek
512,2020-10-29,0.0,Putah Creek
513,2020-10-29,0.0,Putah Creek
514,2020-10-30,0.0,Putah Creek
515,2020-10-30,0.0,Putah Creek
516,2020-10-31,0.0,Putah Creek
517,2020-10-31,0.0,Putah Creek
518,2020-11-01,0.0,Putah Creek
519,2020-11-01,0.0,Putah Creek
520,2020-11-02,0.0,Putah Creek
521,2020-11-02,0.0,Putah Creek
522,2020-11-03,0.0,Putah Creek
523,2020-11-03,0.0,Putah Creek
524,2020-11-04,0.0,Putah Creek
525,2020-11-04,0.0,Putah Creek
526,2020-11-05,0.0,Putah Creek
527,2020-11-05,0.0,Putah Creek
528,2020-11-06,0.0,Putah Creek
529,2020-11-06,0.0,Putah Creek
530,2020-11-07,0.0,Putah Creek
531,2020-11-07,0.0,Putah Creek
532,2020-11-08,0.0,Putah Creek
533,2020-11-08,0.0,Putah Creek
534,2020-11-09,0.0,Putah Creek
535,2020-11-09,0.0,Putah Creek
536,2020-11-10,0.0,Putah Creek
537,2020-11-10,0.0,Putah Creek
538,2020-11-11,0.0,Putah Creek
539,2020-11-11,0.0,Putah Creek
540,2020-11-12,0.0,Putah Creek
541,2020-11-12,0.0,Putah Creek
542,2020-11-13,0.0,Putah Creek
543,2020-11-13,0.0,Putah Creek
544,2020-11-14,1.8,Putah Creek
545,2020-11-14,2.0,Putah Creek
546,2020-11-15,0.0,Putah Creek
547,2020-11-15,0.0,Putah Creek
548,2020-11-16,0.0,Putah Creek
549,2020-11-16,0.0,Putah Creek
550,2020-11-17,0.0,Putah Creek
551,2020-11-17,0.0,Putah Creek
552,2020-11-18,6.9,Putah Creek
553,2020-11-18,4.3,Putah Creek
554,2020-11-19,0.0,Putah Creek
555,2020-11-19,0.3,Putah Creek
556,2020-11-20,0.0,Putah Creek
557,2020-11-20,0.0,Putah Creek
558,2020-11-21,0.0,Putah Creek
559,2020-11-21,0.0,Putah Creek
560,2020-11-22,0.0,Putah Creek
561,2020-11-22,0.0,Putah Creek
562,2020-11-23,0.0,Putah Creek
563,2020-11-23,0.0,Putah Creek
564,2020-11-24,0.0,Putah Creek
565,2020-11-24,0.0,Putah Creek
566,2020-11-25,0.0,Putah Creek
567,2020-11-25,0.0,Putah Creek
568,2020-11-26,0.0,Putah Creek
569,2020-11-26,0.0,Putah Creek
570,2020-11-27,0.0,Putah Creek
571,2020-11-27,0.0,Putah Creek
572,2020-11-28,0.0,Putah Creek
573,2020-11-28,0.0,Putah Creek
574,2020-11-29,0.0,Putah Creek
575,2020-11-29,0.0,Putah Creek
576,2020-11-30,0.0,Putah Creek
577,2020-11-30,0.0,Putah Creek
578,2020-12-01,0.0,Putah Creek
579,2020-12-01,0.0,Putah Creek
580,2020-12-02,0.0,Putah Creek
581,2020-12-02,0.0,Putah Creek
582,2020-12-03,0.0,Putah Creek
583,2020-12-04,0.0,Putah Creek
584,2020-12-05,0.0,Putah Creek
585,2020-12-05,0.0,Putah Creek
586,2020-12-06,0.0,Putah Creek
587,2020-12-06,0.0,Putah Creek
588,2020-12-07,0.0,Putah Creek
589,2020-12-07,0.0,Putah Creek
590,2020-12-08,0.0,Putah Creek
591,2020-12-08,0.0,Putah Creek
592,2020-10-19,0.0,Truckee River Farad
593,2020-10-19,0.0,Truckee River Farad
594,2020-10-19,0.0,Truckee River Farad
595,2020-10-19,0.0,Truckee River Farad
596,2020-10-19,0.0,Truckee River Farad
597,2020-10-20,0.0,Truckee River Farad
598,2020-10-20,0.0,Truckee River Farad
599,2020-10-20,0.0,Truckee River Farad
600,2020-10-20,0.0,Truckee River Farad
601,2020-10-20,0.0,Truckee River Farad
602,2020-10-21,0.0,Truckee River Farad
603,2020-10-21,0.0,Truckee River Farad
604,2020-10-21,0.0,Truckee River Farad
605,2020-10-21,0.0,Truckee River Farad
606,2020-10-21,0.0,Truckee River Farad
607,2020-10-22,0.0,Truckee River Farad
608,2020-10-22,0.0,Truckee River Farad
609,2020-10-22,0.0,Truckee River Farad
610,2020-10-22,0.0,Truckee River Farad
611,2020-10-22,0.0,Truckee River Farad
612,2020-10-23,0.0,Truckee River Farad
613,2020-10-23,0.0,Truckee River Farad
614,2020-10-23,0.0,Truckee River Farad
615,2020-10-23,0.0,Truckee River Farad
616,2020-10-23,0.0,Truckee River Farad
617,2020-10-24,0.0,Truckee River Farad
618,2020-10-24,0.0,Truckee River Farad
619,2020-10-24,0.0,Truckee River Farad
620,2020-10-24,0.0,Truckee River Farad
621,2020-10-24,0.0,Truckee River Farad
622,2020-10-25,0.0,Truckee River Farad
623,2020-10-25,0.0,Truckee River Farad
624,2020-10-25,0.0,Truckee River Farad
625,2020-10-25,0.0,Truckee River Farad
626,2020-10-25,0.0,Truckee River Farad
627,2020-10-26,0.0,Truckee River Farad
628,2020-10-26,0.0,Truckee River Farad
629,2020-10-26,0.0,Truckee River Farad
630,2020-10-26,0.0,Truckee River Farad
631,2020-10-26,0.0,Truckee River Farad
632,2020-10-27,0.0,Truckee River Farad
633,2020-10-27,0.0,Truckee River Farad
634,2020-10-27,0.0,Truckee River Farad
635,2020-10-27,0.0,Truckee River Farad
636,2020-10-27,0.0,Truckee River Farad
637,2020-10-28,0.0,Truckee River Farad
638,2020-10-28,0.0,Truckee River Farad
639,2020-10-28,0.0,Truckee River Farad
640,2020-10-28,0.0,Truckee River Farad
641,2020-10-28,0.0,Truckee River Farad
642,2020-10-29,0.0,Truckee River Farad
643,2020-10-29,0.0,Truckee River Farad
644,2020-10-29,0.0,Truckee River Farad
645,2020-10-29,0.0,Truckee River Farad
646,2020-10-29,0.0,Truckee River Farad
647,2020-10-30,0.0,Truckee River Farad
648,2020-10-30,0.0,Truckee River Farad
649,2020-10-30,0.0,Truckee River Farad
650,2020-10-30,0.0,Truckee River Farad
651,2020-10-30,0.0,Truckee River Farad
652,2020-10-31,0.0,Truckee River Farad
653,2020-10-31,0.0,Truckee River Farad
654,2020-10-31,0.0,Truckee River Farad
655,2020-10-31,0.0,Truckee River Farad
656,2020-10-31,0.0,Truckee River Farad
657,2020-11-01,0.0,Truckee River Farad
